Target: 갤럭시 버즈3프로 실버 | Expected CatalogID: 53508451505
Total Items Collected: 400

 No | PID          | Mid          | Mall                 | Title
169 | 57801182099  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 이어버드 새상품
170 | 57801178054  | None         | 옥션                   |  1년무상AS교환 - 삼성 삼성 버즈3프로 실버 왼쪽 이어버드 정품 새상품 리퍼
171 | 57801216769  | None         | 옥션                   |  S급 1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 낱개  정품 새상품 리퍼
172 | 57801173679  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 이어버드 정품 새상품
173 | 57801216244  | None         | 옥션                   |  S급 1년무상AS교환 - 삼성 삼성 버즈3프로 실버 오른쪽 이어버드 새상품 리퍼
174 | 57801180674  | None         | 옥션                   |  S급 1년무상AS교환 본 - 삼성 삼성 버즈3프로 실버 왼쪽 이어버드 정품 새상품 리퍼
175 | 57801219649  | None         | 옥션                   |  1년무상AS교환 본 - 삼성 삼성 버즈3프로 실버 왼쪽 이어버드 정품
176 | 89693985224  | None         | 태흔전자                 |  삼성 갤럭시 버즈3프로 실버 왼쪽 이어버드 한쪽 정품 SM-R630
177 | 90753731659  | None         | 전자몰                  |  삼성 버즈3프로 실버 R 유닛 오른쪽 단품 한쪽 중고 SM-R630
178 | 88923484765  | None         | NEW PODS             |  [1년무상AS]삼성 갤럭시 버즈3프로 실버 오른쪽 이어버드 한쪽 정품 SM-R630
179 | 57801234225  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 낱개  정품
180 | 88921100770  | None         | 팟앤드 Pod AND          |  삼성 버즈3 프로 실버 왼쪽 이어버드 유닛 SM-630 Buds3 Pro 중고 정품
181 | 57801203915  | None         | 옥션                   |  1년무상AS교환 본 - 삼성 삼성 버즈3프로 실버 왼쪽 이어버드 정품 새상품
182 | 57801175460  | None         | 옥션                   |  1년무상AS교환 - 삼성 버즈3프로 실버 왼쪽 이어버드 정품 신품
183 | 58212617860  | None         | G마켓                  |  1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 이어버드 정품
184 | 57801217095  | None         | 옥션                   |  1년무상AS교환 - 삼성 삼성 버즈3프로 실버 오른쪽 낱개
185 | 88921097690  | None         | 팟앤드 Pod AND          |  삼성 버즈3 프로 실버 오른쪽 이어버드 유닛 SM-630 Buds3 Pro 중고 정품
186 | 58020994558  | None         | G마켓                  |  1년무상AS교환 삼성 버즈3프로 실버 왼쪽 이어버드 정품 신품
187 | 90753587493  | None         | 전자몰                  |  삼성 버즈3프로 실버 본체 충전기 중고 SM-R630
188 | 57801174253  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 이어버드 정품
189 | 57801186268  | None         | 옥션                   |  1년무상AS교환 본 - 삼성 삼성 버즈3프로 실버 왼쪽 이어버드 정품 새상품 리퍼
190 | 57801193158  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 이어버드
191 | 57801188228  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 이어버드 새상품 리퍼
192 | 57801216898  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 왼쪽 낱개 새상품 리퍼
193 | 57801174538  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 낱개 새상품
194 | 90010210263  | None         | NEW PODS             |  [1년무상교체]삼성 갤럭시 버즈3프로 실버 오른쪽 이어버드 한쪽 정품 SM-R630
195 | 57801240658  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 낱개  정품 새상품
196 | 57801188653  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 왼쪽 이어버드 새상품 리퍼
197 | 57801175343  | None         | 옥션                   |  S급 1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 이어버드 정품 새상품 리퍼
198 | 90010145696  | None         | 태흔전자                 |  삼성 갤럭시 버즈3프로 실버 오른쪽 이어버드 한쪽 정품 SM-R630
199 | 57801177036  | None         | 옥션                   |  1년무상AS교환 삼성 버즈3프로 실버 왼쪽 이어버드 정품 신품 새상품
200 | 57801189511  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 낱개 새상품 리퍼
201 | 90010145696  | None         | 태흔전자                 |  삼성 갤럭시 버즈3프로 실버 오른쪽 이어버드 한쪽 정품 SM-R630
202 | 90010212086  | None         | NEW PODS             |  [1년무상교체]삼성 갤럭시 버즈3프로 실버 왼쪽 이어버드 한쪽 정품 SM-R630
203 | 57801187206  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 왼쪽 낱개 새상품
204 | 57801180281  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 낱개  정품 새상품 리퍼
205 | 57801189511  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 낱개 새상품 리퍼
206 | 57801231716  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 왼쪽 이어버드 새상품
207 | 90753725851  | None         | 전자몰                  |  삼성 버즈3프로 실버 L 유닛 왼쪽 단품 한쪽 중고 SM-R630
208 | 57801216769  | None         | 옥션                   |  S급 1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 낱개  정품 새상품 리퍼
209 | 57801216244  | None         | 옥션                   |  S급 1년무상AS교환 - 삼성 삼성 버즈3프로 실버 오른쪽 이어버드 새상품 리퍼
210 | 57801173679  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 이어버드 정품 새상품
211 | 57801180674  | None         | 옥션                   |  S급 1년무상AS교환 본 - 삼성 삼성 버즈3프로 실버 왼쪽 이어버드 정품 새상품 리퍼
212 | 57801219649  | None         | 옥션                   |  1년무상AS교환 본 - 삼성 삼성 버즈3프로 실버 왼쪽 이어버드 정품
213 | 89693985224  | None         | 태흔전자                 |  삼성 갤럭시 버즈3프로 실버 왼쪽 이어버드 한쪽 정품 SM-R630
214 | 90753731659  | None         | 전자몰                  |  삼성 버즈3프로 실버 R 유닛 오른쪽 단품 한쪽 중고 SM-R630
215 | 57801174534  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 왼쪽 이어버드 정품
216 | 57801182099  | None         | 옥션                   |  1년무상AS교환 삼성 삼성 버즈3프로 실버 오른쪽 이어버드 새상품
217 | 57801178054  | None         | 옥션                   |  1년무상AS교환 - 삼성 삼성 버즈3프로 실버 왼쪽 이어버드 정품 새상품 리퍼
218 | 90549853920  | None         | 쑤오                   |  삼성 갤럭시 버즈3프로 실버 왼쪽 단품 한쪽구매 SM-R630N
219 | 90549849686  | None         | 쑤오                   |  삼성 갤럭시 버즈3프로 실버 오른쪽 단품 한쪽구매 SM-R630N
220 | 89241639747  | None         | 다잇템즈                 |  중고품 소분 삼성 갤럭시 버즈3프로 실버 왼쪽 이어폰 이어버드 단품 SM R630
221 | 89241631769  | None         | 다잇템즈                 |  중고품 소분 삼성 갤럭시 버즈3프로 실버 오른쪽 이어폰 이어버드 단품 SM R630
222 | 88921103878  | None         | 팟앤드 Pod AND          |  삼성 버즈3 프로 실버 충전기 케이스 본체 SM-R630 Buds3 Pro 중고 정품
223 | 89693832145  | None         | 태흔전자                 |  삼성 갤럭시 버즈3프로 실버 본체 충전기 케이스 중고 정품 SM-R630
224 | 88923716516  | None         | NEW PODS             |  [1년무상교체]삼성 갤럭시 버즈3프로 실버 본체 충전기 케이스 중고 정품 SM-R630
225 | 54868023504  | None         | 옥션                   |  사본 - 사본 - 이어폰전문 삼성 버즈3프로 실버 왼쪽 이어버드 정품 S급
226 | 55360609194  | None         | 옥션                   |  새제품 삼성 삼성 버즈3프로 실버 오른쪽 이어버드 정품
227 | 57396850329  | None         | 옥션                   |  삼성 버즈3프로 실버 본체 충전케이스 정품
228 | 50311091709  | None         | 쿠팡                   |  Samsung 삼성 갤럭시 버즈3프로 왼쪽 오른쪽 본체충전기 단품 한쪽구매 SM-R630N  실버(블랙)  R630N왼쪽(L)
229 | 55693115532  | None         | 쿠팡                   |  (미사용 새상품) 버즈3프로 실버 오른쪽 유닛 단품 SM R630  화이트  오른쪽(R) 단품낱개
230 | 55721362648  | None         | 쿠팡                   |  (미사용 새상품) 버즈3프로 실버 왼쪽 유닛 단품 SM R630
231 | 89237264277  | None         | 다잇템즈                 |  새상품 소분 삼성 갤럭시 버즈3프로 실버 왼쪽 이어폰 이어버드 단품 SM R630
232 | 57820901846  | None         | 쿠팡                   |  (미사용 새상품) 버즈3프로 실버 왼쪽 유닛 단품 SM R630
233 | 57907605757  | None         | 쿠팡                   |  (미사용 새상품) 버즈3프로 실버 오른쪽 유닛 단품 SM R630  화이트  왼쪽(L) 단품낱개
234 | 55694806616  | None         | 쿠팡                   |  (미사용 새상품) 버즈3프로 실버 오른쪽 유닛 단품 SM R630  오른쪽(R )단품낱개
235 | 58931525863  | None         | 쿠팡                   |  Samsung 삼성 갤럭시 버즈3프로 왼쪽 오른쪽 본체충전기 단품 한쪽구매 SM-R630N  실버(블랙)  R630N오른쪽(R)
236 | 56709319036  | None         | 쿠팡                   |  (미사용 새상품) 버즈3프로 실버 오른쪽 유닛 단품 SM R630  왼쪽(L) 단품낱개
237 | 89237255846  | None         | 다잇템즈                 |  새상품 소분 삼성 갤럭시 버즈3프로 실버 오른쪽 이어폰 이어버드 단품 SM R630
238 | 57847508407  | None         | 쿠팡                   |  (미사용 새상품) 버즈3프로 실버 오른쪽 유닛 단품 SM R630  오른쪽(R )단품낱개
239 | 59078686527  | None         | 11번가                 |  삼성 갤럭시 버즈3프로 실버 본체충전기 단품 한쪽구매 SM-R630N
240 | 88864812096  | None         | 리케어몰                 |  삼성 갤럭시 버즈3프로 실버(블랙) 본체충전기 단품 한쪽구매 SM-R630N
241 | 54554344605  | None         | 쿠팡                   |  삼성 삼성 버즈3프로 실버 본체 충전케이스 -
242 | 89882583705  | None         | 해외구매대행전문일상컴퍼니        |  갤럭시 버즈 3 프로 SM-R630 관세포함 o -실버
243 | 58416574618  | None         | G마켓                  |  [중고]- 새제품 삼성 버즈3프로 실버 본체 충전케이스 정품 당일발송
244 | 53169335719  | None         | 쿠팡                   |  삼성 갤럭시 버즈3 프로 SM-R630 오른쪽(R) 한쪽 낱개 이어버드 단품 - 새상품  실버
245 | 89336815821  | None         | 스마트114               |  [새상품] 삼성 버즈3프로 충전기 실버 개별 낱개 단품 별도 한쪽 본체 국내 갤럭시 이어폰 미포함 SM-R630N
246 | 59156102475  | None         | 쿠팡                   |  삼성 갤럭시 버즈3 프로 SM-R630 이어버드 오른쪽(R) 낱개 단품 (새상품)  실버  SM-R630/이어버드(R)
247 | 59156153514  | None         | 쿠팡                   |  삼성 갤럭시 버즈3 프로 SM-R630 이어버드 왼쪽(L) 낱개 단품 (새상품)  실버  SM-R630 이어버드(L)
248 | 89241628748  | None         | 다잇템즈                 |  중고품 소분 삼성 갤럭시 버즈3프로 실버 본체 충전케이스 단품 SM R630
249 | 57812982268  | None         | 쿠팡                   |  삼성 갤럭시 버즈3프로 본체충전기 단품 SM-R630N  실버(블랙)  R630N본체충전기(유닛없음)
250 | 88129672132  | None         | 하마소                  |  [새상품 소분판매]삼성 갤럭시 버즈3프로 실버(블랙) 본체충전기 단품 한쪽구매 SM-R630N
251 | 88129654934  | None         | 하마소                  |  [새상품 소분판매]삼성 갤럭시 버즈3프로 실버(블랙) 오른쪽 단품 한쪽구매 SM-R630N
252 | 59113203172  | None         | 쿠팡                   |  삼성 갤럭시 버즈3프로 본체충전기 단품 SM-R630N  실버(블랙)  R630N본체충전기(유닛없음)
253 | 89542736378  | None         | 선선이                  |  [새상품]버즈3프로(SM-R630N) 실버(블랙) 오른쪽 단품
254 | 89475266197  | None         | 선선이                  |  [새상품]버즈3프로(SM-R630N) 실버(블랙) 왼쪽 SM-R630N 단품 낱개
255 | 90735200406  | None         | 선선이                  |  [새상품]버즈3프로 실버(블랙) 본체 충전기 SM-R630N 단품 낱개
256 | 89237176375  | None         | 다잇템즈                 |  새상품 소분 삼성 갤럭시 버즈3프로 실버 본체 충전케이스 단품 SM R630
257 | 56775205733  | None         | 쿠팡                   |  삼성 삼성 버즈3프로 실버 본체 충전케이스 -
258 | 55696840602  | None         | 쿠팡                   |  (미사용 새상품) 삼성 갤럭시 버즈3프로 실버 본체 충전케이스 신품 SM R630  본체 충전케이스 단품낱개
259 | 59174490205  | None         | 쿠팡                   |  (미사용 새상품) 삼성 갤럭시 버즈3프로 실버 본체 충전케이스 신품 SM R630  본체 충전케이스 단품낱개
260 | 59079655431  | None         | G마켓                  |  미사용 새상품 삼성 버즈3프로 실버 본체 충전케이스 단품 정품 SM R530
261 | 59159663497  | None         | 쿠팡                   |  삼성 갤럭시 버즈3 프로 SM-R630 충전기 본체 충전케이스 (새상품)  실버  버즈3프로 충전기
262 | 55936916616  | None         | 쿠팡                   |  삼성 갤럭시 버즈3 프로 SM-R630 본체 충전기 - 미사용 새상품  실버
263 | 58122839626  | None         | 쿠팡                   |  Samsung 삼성 갤럭시 버즈3프로 왼쪽 오른쪽 본체충전기 단품 한쪽구매 SM-R630N  실버(블랙)  R630N본체충전기(유닛없음)
264 | 55408148178  | None         | 쿠팡                   |  분실 대처품 buds3pro/r630 싱글 이어 좌 이어 우 이어 충전함 이어폰 박스 교체 액세서리  인터스텔라 실버 오른쪽 귀
265 | 54535214292  | None         | 쿠팡                   |  분실 대처품 buds3pro/r630 싱글 이어 좌 이어 우 이어 충전함 이어폰 박스 교체 액세서리  인터스텔라 실버 왼쪽 귀
266 | 90656277551  | None         | 하입 스토어               |  삼성 갤럭시 버즈 3 프로 AI 튜어 무선 블루투스 이어버드(실버)용 싱글 라이트 이어 교체용 버드 1 Silver-Left
267 | 55407834762  | None         | 쿠팡                   |  분실 대처품 buds3pro/r630 싱글 이어 좌 이어 우 이어 충전함 이어폰 박스 교체 액세서리  인터스텔라 실버 충전 케이스
268 | 90410988307  | None         | 인피트샵                 |  삼성 호환 삼성제품 버즈 3 프로 AI 튜어 무선 블루투스 이어버드(실버)용 왼쪽 귀 교체용 버드 Silver-Left
269 | 90661184913  | None         | 스마트로드마켓              |  삼성 갤럭시 버즈 3 프로 AI 튜어 무선 블루투스 이어버드(실버)용 왼쪽 귀 교체용 버드 Silver-Left
270 | 90687473577  | None         | 허니샵스토어               |  삼성 갤럭시 버즈 3 프로 AI 튜어 무선 블루투스 이어버드(실버)용 왼쪽 귀 교체용 버드 Silver-Left
271 | 57529846443  | None         | 11번가                 |  갤럭시 버즈 3 프로 SM-R630 관세포함 o -실버
272 | 59159387858  | None         | 쿠팡                   |  아이폰 안드로이드용 진정한 무선 블루투스 헤드폰  02 Buds 3 Pro silver  1개
273 | 90754471372  | None         | 웨이픽스                 |  삼성 갤럭시 버즈 3 프로 AI 튜어 무선 블루투스 이어버드(실버)용 왼쪽 귀 교체용 버드 Silver-Left
274 | 53226980884  | None         | 쿠팡                   |  삼성전자 갤럭시 버즈3 프로 블루투스 이어폰   실버 SM-R630N
275 | 59167813323  | None         | 롯데ON                 |  삼성전자 갤럭시 버즈3 프로 R630 실버 새상품 세금포함
276 | 59097658182  | None         | G마켓                  |  삼성전자 삼성 갤럭시 버즈3프로 실버 SM-R630 리퍼 삼성 갤럭시 버즈3프로 실버 블랙 리퍼
277 | 59097646316  | None         | G마켓                  |  삼성전자 삼성 갤럭시 버즈3프로 실버 SM-R630 리퍼 삼성 갤럭시 버즈3프로 실버 리퍼
278 | 56557538220  | None         | G마켓                  |  갤럭시 버즈 3 프로 SM-R630 관세포함 o -실버
279 | 56557397556  | None         | 옥션                   |  갤럭시 버즈 3 프로 SM-R630 관세포함 o -실버
280 | 59167848347  | None         | 11번가                 |  갤럭시 버즈3 프로 R630 실버 새상품 세금포함
281 | 89975215758  | None         | 카이바이                 |  이어팁 미끄럼방지 스키니 M50XWH 스포츠 더블 왼쪽 버즈3프로 스타실버 폰을 두께 위한 단백질 버즈3프로 스타실버 왼쪽
282 | 59097659533  | None         | 옥션                   |  갤럭시버즈 삼성 갤럭시 버즈3프로 실버 SM-R630 리퍼 삼성 갤럭시 버즈3프로 실버 블랙 리퍼
283 | 59097641822  | None         | 옥션                   |  갤럭시버즈 삼성 갤럭시 버즈3프로 실버 SM-R630 리퍼 삼성 갤럭시 버즈3프로 실버 리퍼
284 | 88987864388  | None         | 리케어몰                 |  삼성 갤럭시 버즈3프로 실버(블랙) SM-R630N 리퍼 완제품
285 | 89884254968  | None         | 우주빌직구대행              |  삼성전자 갤럭시 버즈3 프로 무선블루투스 이어폰 R630 실버
286 | 90088469757  | None         | bring                |  갤럭시 버즈 3 프로 R630N 블루투스 이어폰
287 | 54135293817  | None         | 쿠팡                   |  삼성전자 갤럭시 버즈3 프로 블루투스 이어폰   실버 SM-R630N
288 | 54671129365  | None         | 크로켓Croket            |  삼성전자 갤럭시 버즈3 프로 PRO R630 블루투스 이어폰 실버/화이트
289 | 58103270902  | None         | G마켓                  |  [중고]리퍼 삼성 버즈3프로 실버 무선이어폰  정품
290 | 58103293356  | None         | G마켓                  |  [중고]리퍼 삼성 갤럭시 버즈3프로 실버 무선이어폰 정품
291 | 59069933379  | None         | 11번가                 |  삼성 갤럭시 버즈 3 프로 AI 튜어 무선 블루투스 이어버드(실버)용 왼쪽 귀 교체용 버드
292 | 59044673999  | None         | KREAM                |  해외배송 삼성 갤럭시 버즈3 프로 실버
293 | 55577622643  | None         | 네이버                  |  삼성전자 갤럭시 갤럭시버즈3 프로 R630 블루투스 이어폰
294 | 90105542340  | None         | HKPHONE              |  삼성전자 갤럭시 버즈3 프로 무선블루투스 이어폰 R630 실버
295 | 90740676567  | None         | 다차자조                 |  삼성 갤럭시 Buds 3 Pro 실버 무선 이어폰
296 | 90503937915  | None         | 묵스 마켓                |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 새롭게 디자인된 컴포트 핏, 실버 [미국 버전, 아마존 , 2년 보증]
297 | 89909558061  | None         | 영소하우스001             |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전실버
298 | 51930400211  | None         | 솔드아웃                 |  ONE SIZE 삼성 갤럭시 버즈3 프로 실버 (국내 정식 발매 제품) SM-R630NZAAKOO
299 | 90021333320  | None         | 트레이드USA              |  삼성 갤럭시 버즈3 프로 실버 블루투스 이어폰
300 | 89781771171  | None         | 우주빌직구대행              |  삼성 갤럭시버즈3 프로 R630 블루투스 이어폰 세금포함
301 | 89665810396  | None         | 도로동스토어               |  삼성 갤럭시버즈3 프로 R630 블루투스 이어폰 세금포함
302 | 90021176225  | None         | 드가자스토어               |  [갤럭시 버즈] 삼성 갤럭시 버즈3 프로 실버 (국내 정식 발매 제품) SM-R630NZAAKOO
303 | 90192733585  | None         | 스위치라이프303            |  [정품] 삼성전자 갤럭시 버즈3 프로 R630 실버 무선 블루투스 이어폰 ANC
304 | 58405743944  | None         | G마켓                  |  삼성 갤럭시 Buds 3 Pro 실버 무선 이어폰
305 | 90259387980  | None         | 스위치라이프303            |  [정품] 삼성전자 갤럭시 버즈3 프로 무선블루투스 이어폰 R630 - 실버
306 | 90656279787  | None         | 하입 스토어               |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
307 | 58908731522  | None         | 쿠팡                   |  버즈 3 프로 AI 트루 와이어리스 블루투스 노이즈 캔슬링 사운드 최적화 실시간 인터프리터 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전 실버  Silver
308 | 49739980602  | None         | KREAM                |  삼성 갤럭시 버즈3 프로 실버
309 | 90541382123  | None         | 우연상사                 |  메온셀 삼성 갤럭시 버즈3프로 실버 블랙 SM-R630N 리퍼
310 | 89884164641  | None         | 도로동스토어               |  삼성전자 갤럭시 버즈3 프로 무선블루투스 이어폰 R630 실버
311 | 89297253828  | None         | 도로동스토어               |  삼성전자 갤럭시 버즈3 프로 실버
312 | 57851261518  | None         | 11번가                 |  [정품] 삼성전자 갤럭시 버즈3 프로 무선블루투스 이어폰 R630 - 실버
313 | 58309233091  | None         | 쿠팡                   |  삼성전자 갤럭시 버즈3 프로 노이즈 리덕션 무선 블루투스이어폰  스타리 실버
314 | 90626353023  | None         | 전문상품                 |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
315 | 89912380365  | None         | 빅모먼트존                |  갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 , 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버) Silver
316 | 88530951834  | None         | 산바이노                 |  삼성 갤럭시 버즈3 프로 실버 무선 노이즈캔슬링 이어폰 프로3
317 | 89750368941  | None         | 40대 농부마음             |  삼성전자 갤럭시 버즈3 프로 무선블루투스 이어폰 R630 실버
318 | 90007632194  | None         | 데크플로우                |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
319 | 90520058286  | None         | 쓰리픽                  |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 새롭게 디자인된 컴포트 핏, 실버 [미국 버전, 아마존 , 2년 보증]
320 | 49071501620  | None         | 네이버                  |  삼성전자 갤럭시 버즈3 프로 SM-R630N
321 | 90438342496  | None         | 엠제이컴퍼니7A             |  삼성 갤럭시 버즈 3 프로 AI 완전 무선 블루투스 이어폰, 노이즈 캔슬링, 사운드 최적화, 실시간 통역, 새롭게 디자인된 편안한 착용감, 중남미 버전 (실버) (리퍼비시)
322 | 90331144081  | None         | 더하다15                |  삼성 갤럭시 버즈 3 프로 AI 트루 최적화, 와이어리스 새롭게 노이즈 블루투스 캔슬링, 이어버드, 독점, 보증] 아마존 2년 컴포트 버전, 디자인된 사운드 [미국 핏, 실버
323 | 90500554175  | None         | 엔케이s                 |  삼성 호환 삼성제품 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드 노이즈 캔슬링 사운드 최적화 새롭게 디자인된 컴포트 핏 실버 [미국 버전 아마존 2년 보증]
324 | 52672826260  | None         | 쿠팡                   |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드 노이즈 캔슬링 사운드 최적화 실시간 인터프리터 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전실버  Silver
325 | 90013415568  | None         | 올텀 Alltumn           |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
326 | 90019987463  | None         | Darius004            |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
327 | 89737355551  | None         | 수성동                  |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
328 | 57631399236  | None         | Speed 마켓             |  삼성전자 갤럭시 버즈3 프로 무선블루투스 이어폰 R630 실버
329 | 89986148071  | None         | 턴벨라 Turnbella        |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
330 | 90027455305  | None         | 아마살림                 |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
331 | 89684687437  | None         | 밤이밤이                 |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
332 | 90481192164  | None         | 글로벌픽마켓몰              |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
333 | 88602440447  | None         | 인터 커머스               |  삼성전자 갤럭시 버즈3 프로 SM-R630N 블루투스 이어폰 노이즈캔슬링/it
334 | 56169673111  | None         | Speed 마켓             |  삼성 갤럭시 버즈3 프로 실버 (국내 정식 발매 제품) SM-R630NZAAKOO
335 | 88717954304  | None         | 알와이유                 |  삼성 갤럭시 버즈3 프로 실버 (국내 정식 발매 제품), SM-R630NZAAKOO
336 | 89891735036  | None         | 스미스쏘니언               |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
337 | 89898279097  | None         | 원시간                  |  갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 , 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전 실버 Silver
338 | 89917658669  | None         | 위스프웨이                |  갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 , 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버) Silver
339 | 90047184083  | None         | 고운마루                 |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
340 | 90033709559  | None         | 글로픽상점                |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
341 | 89240759838  | None         | 재용이폰                 |  삼성전자 갤럭시 버즈3 프로 SM-R630N 실버
342 | 56168735487  | None         | 쿠팡                   |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드 노이즈 캔슬링 사운드 최적화 실시간 인터프리터 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전실버  Silver
343 | 90427911288  | None         | 달쓰2                  |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드 노이즈 캔슬링 사운드 최적화 새롭게 디자인된 컴포트 핏 실버 [미국 버전 아마존 2년 Buds 3 FE Only
344 | 90179338296  | None         | 민픽토                  |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
